"Area","MTU","Biomass  - Actual Aggregated [MW]","Fossil Brown coal/Lignite  - Actual Aggregated [MW]","Fossil Coal-derived gas  - Actual Aggregated [MW]","Fossil Gas  - Actual Aggregated [MW]","Fossil Hard coal  - Actual Aggregated [MW]","Fossil Oil  - Actual Aggregated [MW]","Fossil Oil shale  - Actual Aggregated [MW]","Fossil Peat  - Actual Aggregated [MW]","Geothermal  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Consumption [MW]","Hydro Run-of-river and poundage  - Actual Aggregated [MW]","Hydro Water Reservoir  - Actual Aggregated [MW]","Marine  - Actual Aggregated [MW]","Nuclear  - Actual Aggregated [MW]","Other  - Actual Aggregated [MW]","Other renewable  - Actual Aggregated [MW]","Solar  - Actual Aggregated [MW]","Waste  - Actual Aggregated [MW]","Wind Offshore  - Actual Aggregated [MW]","Wind Onshore  - Actual Aggregated [MW]"
"BZN|NO3","01.01.2022 23:00 - 02.01.2022 00:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","35","","373","1876","n/e","n/e","0","12","n/e","2","n/e","1377"
"BZN|NO3","02.01.2022 00:00 - 02.01.2022 01:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","36","","376","1929","n/e","n/e","0","12","n/e","2","n/e","1299"
"BZN|NO3","02.01.2022 01:00 - 02.01.2022 02:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","35","","387","1892","n/e","n/e","0","11","n/e","1","n/e","1207"
"BZN|NO3","02.01.2022 02:00 - 02.01.2022 03:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","34","","399","1819","n/e","n/e","0","12","n/e","3","n/e","1117"
"BZN|NO3","02.01.2022 03:00 - 02.01.2022 04:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","29","","406","1724","n/e","n/e","0","12","n/e","2","n/e","1083"
"BZN|NO3","02.01.2022 04:00 - 02.01.2022 05:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","34","","411","1782","n/e","n/e","0","12","n/e","0","n/e","1065"
"BZN|NO3","02.01.2022 05:00 - 02.01.2022 06:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","36","","408","1765","n/e","n/e","0","12","n/e","1","n/e","1076"
"BZN|NO3","02.01.2022 06:00 - 02.01.2022 07:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","34","","417","1911","n/e","n/e","0","12","n/e","3","n/e","1254"
"BZN|NO3","02.01.2022 07:00 - 02.01.2022 08:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","40","","438","2027","n/e","n/e","0","12","n/e","4","n/e","1219"
"BZN|NO3","02.01.2022 08:00 - 02.01.2022 09:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","40","","479","2052","n/e","n/e","0","11","n/e","4","n/e","1214"
"BZN|NO3","02.01.2022 09:00 - 02.01.2022 10:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","41","","482","2108","n/e","n/e","0","12","n/e","0","n/e","1205"
"BZN|NO3","02.01.2022 10:00 - 02.01.2022 11:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","40","","492","2180","n/e","n/e","0","11","n/e","0","n/e","1164"
"BZN|NO3","02.01.2022 11:00 - 02.01.2022 12:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","40","","502","2264","n/e","n/e","0","11","n/e","0","n/e","1129"
"BZN|NO3","02.01.2022 12:00 - 02.01.2022 13:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","41","","509","2460","n/e","n/e","0","11","n/e","0","n/e","1150"
"BZN|NO3","02.01.2022 13:00 - 02.01.2022 14:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","41","","512","2669","n/e","n/e","0","12","n/e","4","n/e","1159"
"BZN|NO3","02.01.2022 14:00 - 02.01.2022 15:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","40","","512","2504","n/e","n/e","0","11","n/e","1","n/e","1198"
"BZN|NO3","02.01.2022 15:00 - 02.01.2022 16:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","40","","490","2455","n/e","n/e","0","11","n/e","0","n/e","1290"
"BZN|NO3","02.01.2022 16:00 - 02.01.2022 17:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","40","","493","2269","n/e","n/e","0","11","n/e","1","n/e","1378"
"BZN|NO3","02.01.2022 17:00 - 02.01.2022 18:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","40","","490","2201","n/e","n/e","0","10","n/e","3","n/e","1477"
"BZN|NO3","02.01.2022 18:00 - 02.01.2022 19:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","40","","492","2082","n/e","n/e","0","11","n/e","2","n/e","1483"
"BZN|NO3","02.01.2022 19:00 - 02.01.2022 20:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","45","","492","1972","n/e","n/e","0","11","n/e","1","n/e","1519"
"BZN|NO3","02.01.2022 20:00 - 02.01.2022 21:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","38","","494","1976","n/e","n/e","0","11","n/e","1","n/e","1482"
"BZN|NO3","02.01.2022 21:00 - 02.01.2022 22:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","42","","489","2098","n/e","n/e","0","12","n/e","3","n/e","1374"
"BZN|NO3","02.01.2022 22:00 - 02.01.2022 23:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","36","","486","1896","n/e","n/e","0","12","n/e","1","n/e","1187"
"BZN|NO3","02.01.2022 23:00 - 03.01.2022 00:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","36","","451","1444","n/e","n/e","0","11","n/e","1","n/e","999"
"BZN|NO3","03.01.2022 00:00 - 03.01.2022 01:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","35","","452","1401","n/e","n/e","0","10","n/e","1","n/e","839"
"BZN|NO3","03.01.2022 01:00 - 03.01.2022 02:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","35","","451","1420","n/e","n/e","0","11","n/e","0","n/e","643"
"BZN|NO3","03.01.2022 02:00 - 03.01.2022 03:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","35","","452","1447","n/e","n/e","0","11","n/e","0","n/e","571"
"BZN|NO3","03.01.2022 03:00 - 03.01.2022 04:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","34","","462","1423","n/e","n/e","0","11","n/e","0","n/e","729"
"BZN|NO3","03.01.2022 04:00 - 03.01.2022 05:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","34","","499","1633","n/e","n/e","0","11","n/e","1","n/e","1006"
"BZN|NO3","03.01.2022 05:00 - 03.01.2022 06:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","40","","500","1998","n/e","n/e","0","11","n/e","1","n/e","1278"
"BZN|NO3","03.01.2022 06:00 - 03.01.2022 07:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","41","","512","2124","n/e","n/e","0","11","n/e","4","n/e","1286"
"BZN|NO3","03.01.2022 07:00 - 03.01.2022 08:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","40","","515","2150","n/e","n/e","0","11","n/e","4","n/e","1184"
"BZN|NO3","03.01.2022 08:00 - 03.01.2022 09:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","40","","525","2196","n/e","n/e","0","14","n/e","4","n/e","1120"
"BZN|NO3","03.01.2022 09:00 - 03.01.2022 10:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","41","","528","2230","n/e","n/e","0","13","n/e","4","n/e","1154"
"BZN|NO3","03.01.2022 10:00 - 03.01.2022 11:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","41","","535","2284","n/e","n/e","0","10","n/e","4","n/e","1117"
"BZN|NO3","03.01.2022 11:00 - 03.01.2022 12:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","43","","529","2383","n/e","n/e","0","10","n/e","4","n/e","1144"
"BZN|NO3","03.01.2022 12:00 - 03.01.2022 13:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","46","","537","2385","n/e","n/e","0","10","n/e","4","n/e","1244"
"BZN|NO3","03.01.2022 13:00 - 03.01.2022 14:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","46","","546","2425","n/e","n/e","0","11","n/e","4","n/e","1191"
"BZN|NO3","03.01.2022 14:00 - 03.01.2022 15:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","46","","551","2432","n/e","n/e","0","11","n/e","4","n/e","1236"
"BZN|NO3","03.01.2022 15:00 - 03.01.2022 16:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","46","","564","2506","n/e","n/e","0","10","n/e","4","n/e","1067"
"BZN|NO3","03.01.2022 16:00 - 03.01.2022 17:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","46","","563","2539","n/e","n/e","0","10","n/e","4","n/e","836"
"BZN|NO3","03.01.2022 17:00 - 03.01.2022 18:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","46","","551","2571","n/e","n/e","0","11","n/e","4","n/e","716"
"BZN|NO3","03.01.2022 18:00 - 03.01.2022 19:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","46","","548","2548","n/e","n/e","0","10","n/e","4","n/e","568"
"BZN|NO3","03.01.2022 19:00 - 03.01.2022 20:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","46","","545","2566","n/e","n/e","0","10","n/e","4","n/e","421"
"BZN|NO3","03.01.2022 20:00 - 03.01.2022 21:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","46","","535","2472","n/e","n/e","0","10","n/e","4","n/e","383"
"BZN|NO3","03.01.2022 21:00 - 03.01.2022 22:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","46","","520","2541","n/e","n/e","0","10","n/e","4","n/e","361"
"BZN|NO3","03.01.2022 22:00 - 03.01.2022 23:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","44","","503","2433","n/e","n/e","0","10","n/e","4","n/e","385"
"BZN|NO3","03.01.2022 23:00 - 04.01.2022 00:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","46","","519","2497","n/e","n/e","0","10","n/e","4","n/e","415"
"BZN|NO3","04.01.2022 00:00 - 04.01.2022 01:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","46","","512","2471","n/e","n/e","0","10","n/e","4","n/e","532"
"BZN|NO3","04.01.2022 01:00 - 04.01.2022 02:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","46","","501","2540","n/e","n/e","0","11","n/e","4","n/e","686"
"BZN|NO3","04.01.2022 02:00 - 04.01.2022 03:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","46","","491","2561","n/e","n/e","0","10","n/e","4","n/e","711"
"BZN|NO3","04.01.2022 03:00 - 04.01.2022 04:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","46","","489","2593","n/e","n/e","0","11","n/e","4","n/e","823"
"BZN|NO3","04.01.2022 04:00 - 04.01.2022 05:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","46","","495","2571","n/e","n/e","0","10","n/e","4","n/e","800"
"BZN|NO3","04.01.2022 05:00 - 04.01.2022 06:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","46","","488","2710","n/e","n/e","0","11","n/e","4","n/e","763"
"BZN|NO3","04.01.2022 06:00 - 04.01.2022 07:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","46","","501","2835","n/e","n/e","0","11","n/e","4","n/e","768"
"BZN|NO3","04.01.2022 07:00 - 04.01.2022 08:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","47","","499","2839","n/e","n/e","0","9","n/e","4","n/e","835"
"BZN|NO3","04.01.2022 08:00 - 04.01.2022 09:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","47","","506","2843","n/e","n/e","0","20","n/e","4","n/e","811"
"BZN|NO3","04.01.2022 09:00 - 04.01.2022 10:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","47","","507","2818","n/e","n/e","0","12","n/e","4","n/e","845"
"BZN|NO3","04.01.2022 10:00 - 04.01.2022 11:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","47","","499","2894","n/e","n/e","0","11","n/e","4","n/e","836"
"BZN|NO3","04.01.2022 11:00 - 04.01.2022 12:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","47","","497","2873","n/e","n/e","0","19","n/e","4","n/e","815"
"BZN|NO3","04.01.2022 12:00 - 04.01.2022 13:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","47","","492","2894","n/e","n/e","0","10","n/e","4","n/e","663"
"BZN|NO3","04.01.2022 13:00 - 04.01.2022 14:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","47","","495","2919","n/e","n/e","0","3","n/e","4","n/e","595"
"BZN|NO3","04.01.2022 14:00 - 04.01.2022 15:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","47","","494","2995","n/e","n/e","0","23","n/e","4","n/e","573"
"BZN|NO3","04.01.2022 15:00 - 04.01.2022 16:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","47","","492","2994","n/e","n/e","0","17","n/e","4","n/e","559"
"BZN|NO3","04.01.2022 16:00 - 04.01.2022 17:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","47","","488","2980","n/e","n/e","0","5","n/e","4","n/e","487"
"BZN|NO3","04.01.2022 17:00 - 04.01.2022 18:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","47","","482","2976","n/e","n/e","0","1","n/e","4","n/e","501"
"BZN|NO3","04.01.2022 18:00 - 04.01.2022 19:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","47","","480","2968","n/e","n/e","0","7","n/e","4","n/e","437"
"BZN|NO3","04.01.2022 19:00 - 04.01.2022 20:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","47","","478","2952","n/e","n/e","0","11","n/e","4","n/e","378"
"BZN|NO3","04.01.2022 20:00 - 04.01.2022 21:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","48","","479","2883","n/e","n/e","0","10","n/e","4","n/e","413"
"BZN|NO3","04.01.2022 21:00 - 04.01.2022 22:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","48","","469","2819","n/e","n/e","0","10","n/e","4","n/e","318"
"BZN|NO3","04.01.2022 22:00 - 04.01.2022 23:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","48","","456","2769","n/e","n/e","0","9","n/e","4","n/e","266"
"BZN|NO3","04.01.2022 23:00 - 05.01.2022 00:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","48","","444","2801","n/e","n/e","0","9","n/e","4","n/e","237"
"BZN|NO3","05.01.2022 00:00 - 05.01.2022 01:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","47","","440","2771","n/e","n/e","0","9","n/e","4","n/e","335"
"BZN|NO3","05.01.2022 01:00 - 05.01.2022 02:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","48","","440","2769","n/e","n/e","0","10","n/e","4","n/e","401"
"BZN|NO3","05.01.2022 02:00 - 05.01.2022 03:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","48","","433","2751","n/e","n/e","0","10","n/e","4","n/e","386"
"BZN|NO3","05.01.2022 03:00 - 05.01.2022 04:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","48","","432","2762","n/e","n/e","0","10","n/e","4","n/e","313"
"BZN|NO3","05.01.2022 04:00 - 05.01.2022 05:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","48","","433","2760","n/e","n/e","0","11","n/e","4","n/e","337"
"BZN|NO3","05.01.2022 05:00 - 05.01.2022 06:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","48","","429","2891","n/e","n/e","0","10","n/e","4","n/e","382"
"BZN|NO3","05.01.2022 06:00 - 05.01.2022 07:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","48","","428","2980","n/e","n/e","0","11","n/e","4","n/e","504"
"BZN|NO3","05.01.2022 07:00 - 05.01.2022 08:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","47","","426","2948","n/e","n/e","0","10","n/e","4","n/e","889"
"BZN|NO3","05.01.2022 08:00 - 05.01.2022 09:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","48","","417","2968","n/e","n/e","0","11","n/e","4","n/e","986"
"BZN|NO3","05.01.2022 09:00 - 05.01.2022 10:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","47","","409","2974","n/e","n/e","0","11","n/e","4","n/e","999"
"BZN|NO3","05.01.2022 10:00 - 05.01.2022 11:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","47","","408","2970","n/e","n/e","0","11","n/e","4","n/e","839"
"BZN|NO3","05.01.2022 11:00 - 05.01.2022 12:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","47","","411","2971","n/e","n/e","0","14","n/e","4","n/e","811"
"BZN|NO3","05.01.2022 12:00 - 05.01.2022 13:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","47","","411","2973","n/e","n/e","0","10","n/e","4","n/e","734"
"BZN|NO3","05.01.2022 13:00 - 05.01.2022 14:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","47","","412","2924","n/e","n/e","0","10","n/e","4","n/e","760"
"BZN|NO3","05.01.2022 14:00 - 05.01.2022 15:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","48","","416","2900","n/e","n/e","0","11","n/e","4","n/e","709"
"BZN|NO3","05.01.2022 15:00 - 05.01.2022 16:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","47","","418","2927","n/e","n/e","0","11","n/e","4","n/e","747"
"BZN|NO3","05.01.2022 16:00 - 05.01.2022 17:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","47","","414","2821","n/e","n/e","0","11","n/e","4","n/e","597"
"BZN|NO3","05.01.2022 17:00 - 05.01.2022 18:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","47","","381","2810","n/e","n/e","0","11","n/e","4","n/e","525"
"BZN|NO3","05.01.2022 18:00 - 05.01.2022 19:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","47","","376","2775","n/e","n/e","0","11","n/e","4","n/e","613"
"BZN|NO3","05.01.2022 19:00 - 05.01.2022 20:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","47","","375","2765","n/e","n/e","0","11","n/e","4","n/e","795"
"BZN|NO3","05.01.2022 20:00 - 05.01.2022 21:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","47","","372","2738","n/e","n/e","0","11","n/e","4","n/e","762"
"BZN|NO3","05.01.2022 21:00 - 05.01.2022 22:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","47","","374","2677","n/e","n/e","0","12","n/e","4","n/e","811"
