"Area","MTU","Biomass  - Actual Aggregated [MW]","Fossil Brown coal/Lignite  - Actual Aggregated [MW]","Fossil Coal-derived gas  - Actual Aggregated [MW]","Fossil Gas  - Actual Aggregated [MW]","Fossil Hard coal  - Actual Aggregated [MW]","Fossil Oil  - Actual Aggregated [MW]","Fossil Oil shale  - Actual Aggregated [MW]","Fossil Peat  - Actual Aggregated [MW]","Geothermal  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Consumption [MW]","Hydro Run-of-river and poundage  - Actual Aggregated [MW]","Hydro Water Reservoir  - Actual Aggregated [MW]","Marine  - Actual Aggregated [MW]","Nuclear  - Actual Aggregated [MW]","Other  - Actual Aggregated [MW]","Other renewable  - Actual Aggregated [MW]","Solar  - Actual Aggregated [MW]","Waste  - Actual Aggregated [MW]","Wind Offshore  - Actual Aggregated [MW]","Wind Onshore  - Actual Aggregated [MW]"
"BZN|NO3","01.02.2022 01:00 - 01.02.2022 02:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","48","","426","2690","n/e","n/e","0","10","n/e","5","n/e","538"
"BZN|NO3","01.02.2022 02:00 - 01.02.2022 03:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","47","","427","2651","n/e","n/e","0","11","n/e","5","n/e","596"
"BZN|NO3","01.02.2022 03:00 - 01.02.2022 04:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","47","","424","2691","n/e","n/e","0","10","n/e","5","n/e","618"
"BZN|NO3","01.02.2022 04:00 - 01.02.2022 05:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","47","","426","2723","n/e","n/e","0","12","n/e","5","n/e","814"
"BZN|NO3","01.02.2022 05:00 - 01.02.2022 06:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","48","","422","2661","n/e","n/e","0","11","n/e","6","n/e","850"
"BZN|NO3","01.02.2022 06:00 - 01.02.2022 07:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","45","","426","2682","n/e","n/e","0","13","n/e","6","n/e","945"
"BZN|NO3","01.02.2022 07:00 - 01.02.2022 08:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","45","","427","2706","n/e","n/e","0","11","n/e","6","n/e","1100"
"BZN|NO3","01.02.2022 08:00 - 01.02.2022 09:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","47","","430","2664","n/e","n/e","0","15","n/e","6","n/e","1274"
"BZN|NO3","01.02.2022 09:00 - 01.02.2022 10:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","47","","431","2575","n/e","n/e","0","18","n/e","6","n/e","1333"
"BZN|NO3","01.02.2022 10:00 - 01.02.2022 11:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","47","","418","2591","n/e","n/e","0","13","n/e","6","n/e","1252"
"BZN|NO3","01.02.2022 11:00 - 01.02.2022 12:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","47","","406","2602","n/e","n/e","0","13","n/e","6","n/e","1208"
"BZN|NO3","01.02.2022 12:00 - 01.02.2022 13:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","46","","418","2581","n/e","n/e","0","13","n/e","5","n/e","1278"
"BZN|NO3","01.02.2022 13:00 - 01.02.2022 14:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","46","","420","2588","n/e","n/e","0","11","n/e","6","n/e","1249"
"BZN|NO3","01.02.2022 14:00 - 01.02.2022 15:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","47","","417","2659","n/e","n/e","0","12","n/e","5","n/e","1214"
"BZN|NO3","01.02.2022 15:00 - 01.02.2022 16:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","47","","422","2773","n/e","n/e","0","11","n/e","6","n/e","1135"
"BZN|NO3","01.02.2022 16:00 - 01.02.2022 17:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","47","","430","2789","n/e","n/e","0","9","n/e","6","n/e","1080"
"BZN|NO3","01.02.2022 17:00 - 01.02.2022 18:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","47","","419","2782","n/e","n/e","0","10","n/e","6","n/e","1123"
"BZN|NO3","01.02.2022 18:00 - 01.02.2022 19:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","48","","410","2819","n/e","n/e","0","9","n/e","6","n/e","1183"
"BZN|NO3","01.02.2022 19:00 - 01.02.2022 20:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","48","","425","2830","n/e","n/e","0","9","n/e","6","n/e","1118"
"BZN|NO3","01.02.2022 20:00 - 01.02.2022 21:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","48","","428","2839","n/e","n/e","0","10","n/e","6","n/e","1034"
"BZN|NO3","01.02.2022 21:00 - 01.02.2022 22:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","49","","424","2816","n/e","n/e","0","11","n/e","6","n/e","915"
"BZN|NO3","01.02.2022 22:00 - 01.02.2022 23:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","49","","406","2806","n/e","n/e","0","11","n/e","5","n/e","829"
"BZN|NO3","01.02.2022 23:00 - 02.02.2022 00:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","49","","430","2833","n/e","n/e","0","10","n/e","5","n/e","657"
"BZN|NO3","02.02.2022 00:00 - 02.02.2022 01:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","48","","415","2851","n/e","n/e","0","11","n/e","5","n/e","582"
"BZN|NO3","02.02.2022 01:00 - 02.02.2022 02:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","49","","419","2812","n/e","n/e","0","11","n/e","5","n/e","411"
"BZN|NO3","02.02.2022 02:00 - 02.02.2022 03:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","49","","416","2863","n/e","n/e","0","11","n/e","5","n/e","382"
"BZN|NO3","02.02.2022 03:00 - 02.02.2022 04:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","49","","420","2910","n/e","n/e","0","10","n/e","5","n/e","361"
"BZN|NO3","02.02.2022 04:00 - 02.02.2022 05:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","49","","429","2879","n/e","n/e","0","11","n/e","5","n/e","315"
"BZN|NO3","02.02.2022 05:00 - 02.02.2022 06:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","49","","427","2865","n/e","n/e","0","11","n/e","5","n/e","241"
"BZN|NO3","02.02.2022 06:00 - 02.02.2022 07:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","49","","430","2894","n/e","n/e","0","10","n/e","6","n/e","227"
"BZN|NO3","02.02.2022 07:00 - 02.02.2022 08:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","49","","432","2976","n/e","n/e","0","10","n/e","6","n/e","293"
"BZN|NO3","02.02.2022 08:00 - 02.02.2022 09:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","48","","430","2877","n/e","n/e","0","10","n/e","6","n/e","406"
"BZN|NO3","02.02.2022 09:00 - 02.02.2022 10:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","49","","435","2772","n/e","n/e","0","10","n/e","6","n/e","538"
"BZN|NO3","02.02.2022 10:00 - 02.02.2022 11:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","41","","434","2705","n/e","n/e","0","10","n/e","6","n/e","580"
"BZN|NO3","02.02.2022 11:00 - 02.02.2022 12:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","30","","437","2974","n/e","n/e","0","11","n/e","5","n/e","677"
"BZN|NO3","02.02.2022 12:00 - 02.02.2022 13:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","31","","428","2956","n/e","n/e","0","10","n/e","6","n/e","682"
"BZN|NO3","02.02.2022 13:00 - 02.02.2022 14:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","43","","431","2879","n/e","n/e","0","11","n/e","6","n/e","627"
"BZN|NO3","02.02.2022 14:00 - 02.02.2022 15:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","48","","438","2969","n/e","n/e","0","10","n/e","6","n/e","639"
"BZN|NO3","02.02.2022 15:00 - 02.02.2022 16:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","48","","437","2997","n/e","n/e","0","11","n/e","6","n/e","598"
"BZN|NO3","02.02.2022 16:00 - 02.02.2022 17:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","47","","431","2954","n/e","n/e","0","11","n/e","6","n/e","520"
"BZN|NO3","02.02.2022 17:00 - 02.02.2022 18:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","48","","429","2922","n/e","n/e","0","11","n/e","6","n/e","476"
"BZN|NO3","02.02.2022 18:00 - 02.02.2022 19:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","48","","425","2918","n/e","n/e","0","9","n/e","6","n/e","516"
"BZN|NO3","02.02.2022 19:00 - 02.02.2022 20:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","49","","422","2827","n/e","n/e","0","11","n/e","6","n/e","520"
"BZN|NO3","02.02.2022 20:00 - 02.02.2022 21:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","49","","432","2925","n/e","n/e","0","10","n/e","6","n/e","445"
"BZN|NO3","02.02.2022 21:00 - 02.02.2022 22:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","49","","413","2866","n/e","n/e","0","11","n/e","5","n/e","519"
"BZN|NO3","02.02.2022 22:00 - 02.02.2022 23:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","48","","411","2764","n/e","n/e","0","11","n/e","5","n/e","606"
"BZN|NO3","02.02.2022 23:00 - 03.02.2022 00:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","49","","433","2937","n/e","n/e","0","10","n/e","5","n/e","689"
"BZN|NO3","03.02.2022 00:00 - 03.02.2022 01:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","49","","431","2903","n/e","n/e","0","11","n/e","5","n/e","746"
"BZN|NO3","03.02.2022 01:00 - 03.02.2022 02:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","49","","431","2880","n/e","n/e","0","12","n/e","5","n/e","807"
"BZN|NO3","03.02.2022 02:00 - 03.02.2022 03:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","49","","413","2834","n/e","n/e","0","11","n/e","5","n/e","761"
"BZN|NO3","03.02.2022 03:00 - 03.02.2022 04:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","49","","414","2864","n/e","n/e","0","11","n/e","5","n/e","743"
"BZN|NO3","03.02.2022 04:00 - 03.02.2022 05:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","49","","422","2943","n/e","n/e","0","11","n/e","5","n/e","678"
"BZN|NO3","03.02.2022 05:00 - 03.02.2022 06:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","49","","405","2863","n/e","n/e","0","11","n/e","6","n/e","640"
"BZN|NO3","03.02.2022 06:00 - 03.02.2022 07:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","49","","419","2972","n/e","n/e","0","11","n/e","6","n/e","648"
"BZN|NO3","03.02.2022 07:00 - 03.02.2022 08:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","48","","421","2872","n/e","n/e","0","10","n/e","6","n/e","733"
"BZN|NO3","03.02.2022 08:00 - 03.02.2022 09:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","49","","415","2672","n/e","n/e","0","21","n/e","6","n/e","1006"
"BZN|NO3","03.02.2022 09:00 - 03.02.2022 10:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","49","","394","2517","n/e","n/e","0","25","n/e","6","n/e","1215"
"BZN|NO3","03.02.2022 10:00 - 03.02.2022 11:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","49","","365","2429","n/e","n/e","0","8","n/e","6","n/e","1409"
"BZN|NO3","03.02.2022 11:00 - 03.02.2022 12:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","49","","355","2392","n/e","n/e","0","11","n/e","6","n/e","1486"
"BZN|NO3","03.02.2022 12:00 - 03.02.2022 13:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","49","","354","2358","n/e","n/e","0","9","n/e","6","n/e","1501"
"BZN|NO3","03.02.2022 13:00 - 03.02.2022 14:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","49","","361","2312","n/e","n/e","0","10","n/e","6","n/e","1539"
"BZN|NO3","03.02.2022 14:00 - 03.02.2022 15:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","49","","366","2358","n/e","n/e","0","10","n/e","6","n/e","1524"
"BZN|NO3","03.02.2022 15:00 - 03.02.2022 16:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","49","","365","2361","n/e","n/e","0","11","n/e","6","n/e","1569"
"BZN|NO3","03.02.2022 16:00 - 03.02.2022 17:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","49","","364","2352","n/e","n/e","0","10","n/e","6","n/e","1593"
"BZN|NO3","03.02.2022 17:00 - 03.02.2022 18:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","49","","364","2295","n/e","n/e","0","11","n/e","6","n/e","1588"
"BZN|NO3","03.02.2022 18:00 - 03.02.2022 19:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","49","","361","2240","n/e","n/e","0","11","n/e","6","n/e","1600"
"BZN|NO3","03.02.2022 19:00 - 03.02.2022 20:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","49","","360","2259","n/e","n/e","0","11","n/e","5","n/e","1656"
"BZN|NO3","03.02.2022 20:00 - 03.02.2022 21:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","49","","361","2393","n/e","n/e","0","11","n/e","5","n/e","1667"
"BZN|NO3","03.02.2022 21:00 - 03.02.2022 22:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","49","","358","2286","n/e","n/e","0","11","n/e","5","n/e","1636"
"BZN|NO3","03.02.2022 22:00 - 03.02.2022 23:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","49","","368","2255","n/e","n/e","0","12","n/e","5","n/e","1673"
"BZN|NO3","03.02.2022 23:00 - 04.02.2022 00:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","48","","393","2239","n/e","n/e","0","12","n/e","5","n/e","1665"
"BZN|NO3","04.02.2022 00:00 - 04.02.2022 01:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","48","","402","2138","n/e","n/e","0","12","n/e","5","n/e","1702"
"BZN|NO3","04.02.2022 01:00 - 04.02.2022 02:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","47","","410","2108","n/e","n/e","0","12","n/e","5","n/e","1583"
"BZN|NO3","04.02.2022 02:00 - 04.02.2022 03:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","47","","414","2110","n/e","n/e","0","13","n/e","5","n/e","1345"
"BZN|NO3","04.02.2022 03:00 - 04.02.2022 04:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","47","","416","2110","n/e","n/e","0","12","n/e","5","n/e","1143"
"BZN|NO3","04.02.2022 04:00 - 04.02.2022 05:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","47","","419","2152","n/e","n/e","0","12","n/e","5","n/e","975"
"BZN|NO3","04.02.2022 05:00 - 04.02.2022 06:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","47","","425","2239","n/e","n/e","0","12","n/e","5","n/e","912"
"BZN|NO3","04.02.2022 06:00 - 04.02.2022 07:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","47","","427","2431","n/e","n/e","0","12","n/e","6","n/e","877"
"BZN|NO3","04.02.2022 07:00 - 04.02.2022 08:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","47","","429","2450","n/e","n/e","0","12","n/e","6","n/e","836"
"BZN|NO3","04.02.2022 08:00 - 04.02.2022 09:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","47","","430","2461","n/e","n/e","0","12","n/e","6","n/e","807"
"BZN|NO3","04.02.2022 09:00 - 04.02.2022 10:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","47","","430","2379","n/e","n/e","0","12","n/e","6","n/e","1015"
"BZN|NO3","04.02.2022 10:00 - 04.02.2022 11:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","47","","425","2299","n/e","n/e","0","12","n/e","6","n/e","978"
"BZN|NO3","04.02.2022 11:00 - 04.02.2022 12:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","47","","417","2283","n/e","n/e","0","12","n/e","6","n/e","1012"
"BZN|NO3","04.02.2022 12:00 - 04.02.2022 13:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","47","","421","2341","n/e","n/e","0","12","n/e","6","n/e","1181"
"BZN|NO3","04.02.2022 13:00 - 04.02.2022 14:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","47","","390","2346","n/e","n/e","0","12","n/e","6","n/e","1320"
"BZN|NO3","04.02.2022 14:00 - 04.02.2022 15:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","47","","382","2298","n/e","n/e","0","12","n/e","6","n/e","1449"
"BZN|NO3","04.02.2022 15:00 - 04.02.2022 16:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","47","","401","2331","n/e","n/e","0","11","n/e","6","n/e","1504"
"BZN|NO3","04.02.2022 16:00 - 04.02.2022 17:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","47","","392","2250","n/e","n/e","0","11","n/e","6","n/e","1602"
"BZN|NO3","04.02.2022 17:00 - 04.02.2022 18:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","47","","390","2257","n/e","n/e","0","11","n/e","6","n/e","1626"
"BZN|NO3","04.02.2022 18:00 - 04.02.2022 19:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","47","","394","2199","n/e","n/e","0","10","n/e","6","n/e","1659"
"BZN|NO3","04.02.2022 19:00 - 04.02.2022 20:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","47","","398","2130","n/e","n/e","0","11","n/e","6","n/e","1682"
"BZN|NO3","04.02.2022 20:00 - 04.02.2022 21:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","47","","408","2168","n/e","n/e","0","12","n/e","6","n/e","1722"
"BZN|NO3","04.02.2022 21:00 - 04.02.2022 22:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","47","","405","2129","n/e","n/e","0","12","n/e","5","n/e","1747"
"BZN|NO3","04.02.2022 22:00 - 04.02.2022 23:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","47","","406","2129","n/e","n/e","0","12","n/e","5","n/e","1732"
"BZN|NO3","04.02.2022 23:00 - 05.02.2022 00:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","47","","370","2107","n/e","n/e","0","12","n/e","6","n/e","1693"
"BZN|NO3","05.02.2022 00:00 - 05.02.2022 01:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","47","","363","1935","n/e","n/e","0","12","n/e","5","n/e","1686"
"BZN|NO3","05.02.2022 01:00 - 05.02.2022 02:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","47","","354","1900","n/e","n/e","0","12","n/e","5","n/e","1594"
"BZN|NO3","05.02.2022 02:00 - 05.02.2022 03:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","48","","354","1865","n/e","n/e","0","12","n/e","6","n/e","1565"
"BZN|NO3","05.02.2022 03:00 - 05.02.2022 04:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","48","","355","1903","n/e","n/e","0","12","n/e","6","n/e","1577"
"BZN|NO3","05.02.2022 04:00 - 05.02.2022 05:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","48","","353","1915","n/e","n/e","0","13","n/e","6","n/e","1576"
"BZN|NO3","05.02.2022 05:00 - 05.02.2022 06:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","48","","353","1878","n/e","n/e","0","12","n/e","6","n/e","1566"
"BZN|NO3","05.02.2022 06:00 - 05.02.2022 07:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","47","","353","1879","n/e","n/e","0","12","n/e","6","n/e","1537"
"BZN|NO3","05.02.2022 07:00 - 05.02.2022 08:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","48","","354","1919","n/e","n/e","0","13","n/e","6","n/e","1492"
"BZN|NO3","05.02.2022 08:00 - 05.02.2022 09:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","48","","350","1942","n/e","n/e","0","12","n/e","6","n/e","1516"
"BZN|NO3","05.02.2022 09:00 - 05.02.2022 10:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","48","","356","2071","n/e","n/e","0","12","n/e","6","n/e","1565"
"BZN|NO3","05.02.2022 10:00 - 05.02.2022 11:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","48","","355","2082","n/e","n/e","0","12","n/e","6","n/e","1401"
"BZN|NO3","05.02.2022 11:00 - 05.02.2022 12:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","47","","345","2067","n/e","n/e","0","13","n/e","6","n/e","1466"
"BZN|NO3","05.02.2022 12:00 - 05.02.2022 13:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","47","","352","2059","n/e","n/e","0","12","n/e","6","n/e","1591"
"BZN|NO3","05.02.2022 13:00 - 05.02.2022 14:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","48","","370","2075","n/e","n/e","0","13","n/e","6","n/e","1618"
"BZN|NO3","05.02.2022 14:00 - 05.02.2022 15:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","47","","376","2054","n/e","n/e","0","12","n/e","6","n/e","1547"
"BZN|NO3","05.02.2022 15:00 - 05.02.2022 16:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","48","","377","2176","n/e","n/e","0","12","n/e","6","n/e","1371"
"BZN|NO3","05.02.2022 16:00 - 05.02.2022 17:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","47","","382","2233","n/e","n/e","0","11","n/e","6","n/e","1093"
"BZN|NO3","05.02.2022 17:00 - 05.02.2022 18:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","47","","383","2258","n/e","n/e","0","10","n/e","6","n/e","1023"
"BZN|NO3","05.02.2022 18:00 - 05.02.2022 19:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","47","","379","2249","n/e","n/e","0","11","n/e","6","n/e","1211"
"BZN|NO3","05.02.2022 19:00 - 05.02.2022 20:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","47","","373","2139","n/e","n/e","0","12","n/e","6","n/e","1354"
"BZN|NO3","05.02.2022 20:00 - 05.02.2022 21:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","47","","363","1820","n/e","n/e","0","12","n/e","5","n/e","1483"
"BZN|NO3","05.02.2022 21:00 - 05.02.2022 22:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","47","","368","1725","n/e","n/e","0","11","n/e","5","n/e","1417"
"BZN|NO3","05.02.2022 22:00 - 05.02.2022 23:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","47","","367","1299","n/e","n/e","0","12","n/e","5","n/e","1331"
"BZN|NO3","05.02.2022 23:00 - 06.02.2022 00:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","44","","352","1376","n/e","n/e","0","11","n/e","5","n/e","1163"
"BZN|NO3","06.02.2022 00:00 - 06.02.2022 01:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","34","","343","1180","n/e","n/e","0","11","n/e","1","n/e","862"
"BZN|NO3","06.02.2022 01:00 - 06.02.2022 02:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","35","","343","1141","n/e","n/e","0","11","n/e","0","n/e","762"
"BZN|NO3","06.02.2022 02:00 - 06.02.2022 03:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","35","","334","1048","n/e","n/e","0","11","n/e","0","n/e","807"
"BZN|NO3","06.02.2022 03:00 - 06.02.2022 04:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","37","","329","1105","n/e","n/e","0","11","n/e","0","n/e","917"
"BZN|NO3","06.02.2022 04:00 - 06.02.2022 05:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","37","","333","1060","n/e","n/e","0","11","n/e","0","n/e","822"
"BZN|NO3","06.02.2022 05:00 - 06.02.2022 06:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","38","","332","1041","n/e","n/e","0","11","n/e","0","n/e","1136"
"BZN|NO3","06.02.2022 06:00 - 06.02.2022 07:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","45","","339","1663","n/e","n/e","0","12","n/e","3","n/e","1504"
