"Area","MTU","Biomass  - Actual Aggregated [MW]","Fossil Brown coal/Lignite  - Actual Aggregated [MW]","Fossil Coal-derived gas  - Actual Aggregated [MW]","Fossil Gas  - Actual Aggregated [MW]","Fossil Hard coal  - Actual Aggregated [MW]","Fossil Oil  - Actual Aggregated [MW]","Fossil Oil shale  - Actual Aggregated [MW]","Fossil Peat  - Actual Aggregated [MW]","Geothermal  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Consumption [MW]","Hydro Run-of-river and poundage  - Actual Aggregated [MW]","Hydro Water Reservoir  - Actual Aggregated [MW]","Marine  - Actual Aggregated [MW]","Nuclear  - Actual Aggregated [MW]","Other  - Actual Aggregated [MW]","Other renewable  - Actual Aggregated [MW]","Solar  - Actual Aggregated [MW]","Waste  - Actual Aggregated [MW]","Wind Offshore  - Actual Aggregated [MW]","Wind Onshore  - Actual Aggregated [MW]"
"BZN|NO3","21.05.2021 23:00 - 22.05.2021 00:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","0","","241","1784","n/e","n/e","0","12","n/e","1","n/e","110"
"BZN|NO3","22.05.2021 00:00 - 22.05.2021 01:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","0","","240","1563","n/e","n/e","0","12","n/e","4","n/e","120"
"BZN|NO3","22.05.2021 01:00 - 22.05.2021 02:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","0","","239","1420","n/e","n/e","0","12","n/e","4","n/e","107"
"BZN|NO3","22.05.2021 02:00 - 22.05.2021 03:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","0","","236","1363","n/e","n/e","0","12","n/e","1","n/e","89"
"BZN|NO3","22.05.2021 03:00 - 22.05.2021 04:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","0","","235","1354","n/e","n/e","0","12","n/e","1","n/e","71"
"BZN|NO3","22.05.2021 04:00 - 22.05.2021 05:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","0","","231","1369","n/e","n/e","0","12","n/e","1","n/e","54"
"BZN|NO3","22.05.2021 05:00 - 22.05.2021 06:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","0","","233","1443","n/e","n/e","0","11","n/e","1","n/e","57"
"BZN|NO3","22.05.2021 06:00 - 22.05.2021 07:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","0","","226","1677","n/e","n/e","0","12","n/e","5","n/e","61"
"BZN|NO3","22.05.2021 07:00 - 22.05.2021 08:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","0","","224","1602","n/e","n/e","0","12","n/e","1","n/e","65"
"BZN|NO3","22.05.2021 08:00 - 22.05.2021 09:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","0","","227","1661","n/e","n/e","0","13","n/e","2","n/e","66"
"BZN|NO3","22.05.2021 09:00 - 22.05.2021 10:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","0","","225","1666","n/e","n/e","0","14","n/e","1","n/e","71"
"BZN|NO3","22.05.2021 10:00 - 22.05.2021 11:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","0","","222","1706","n/e","n/e","0","13","n/e","2","n/e","111"
"BZN|NO3","22.05.2021 11:00 - 22.05.2021 12:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","0","","221","1665","n/e","n/e","0","12","n/e","4","n/e","169"
"BZN|NO3","22.05.2021 12:00 - 22.05.2021 13:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","0","","225","1496","n/e","n/e","0","14","n/e","3","n/e","227"
"BZN|NO3","22.05.2021 13:00 - 22.05.2021 14:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","0","","229","1339","n/e","n/e","0","13","n/e","3","n/e","249"
"BZN|NO3","22.05.2021 14:00 - 22.05.2021 15:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","0","","230","1576","n/e","n/e","0","14","n/e","1","n/e","227"
"BZN|NO3","22.05.2021 15:00 - 22.05.2021 16:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","0","","236","1831","n/e","n/e","0","14","n/e","4","n/e","207"
"BZN|NO3","22.05.2021 16:00 - 22.05.2021 17:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","0","","238","1779","n/e","n/e","0","15","n/e","5","n/e","207"
"BZN|NO3","22.05.2021 17:00 - 22.05.2021 18:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","122","","241","1994","n/e","n/e","0","14","n/e","5","n/e","204"
"BZN|NO3","22.05.2021 18:00 - 22.05.2021 19:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","75","","249","1942","n/e","n/e","0","14","n/e","5","n/e","202"
"BZN|NO3","22.05.2021 19:00 - 22.05.2021 20:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","0","","248","1861","n/e","n/e","0","14","n/e","4","n/e","136"
"BZN|NO3","22.05.2021 20:00 - 22.05.2021 21:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","0","","248","1847","n/e","n/e","0","13","n/e","1","n/e","136"
"BZN|NO3","22.05.2021 21:00 - 22.05.2021 22:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","0","","248","1817","n/e","n/e","0","14","n/e","2","n/e","181"
"BZN|NO3","22.05.2021 22:00 - 22.05.2021 23:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","0","","235","1876","n/e","n/e","0","14","n/e","2","n/e","266"
"BZN|NO3","22.05.2021 23:00 - 23.05.2021 00:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","0","","233","1651","n/e","n/e","0","13","n/e","4","n/e","353"
"BZN|NO3","23.05.2021 00:00 - 23.05.2021 01:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","0","","230","1645","n/e","n/e","0","14","n/e","1","n/e","420"
"BZN|NO3","23.05.2021 01:00 - 23.05.2021 02:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","0","","229","1452","n/e","n/e","0","14","n/e","5","n/e","467"
"BZN|NO3","23.05.2021 02:00 - 23.05.2021 03:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","0","","227","1395","n/e","n/e","0","13","n/e","5","n/e","485"
"BZN|NO3","23.05.2021 03:00 - 23.05.2021 04:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","0","","224","1268","n/e","n/e","0","14","n/e","2","n/e","556"
"BZN|NO3","23.05.2021 04:00 - 23.05.2021 05:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","0","","225","1232","n/e","n/e","0","13","n/e","1","n/e","558"
"BZN|NO3","23.05.2021 05:00 - 23.05.2021 06:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","0","","224","1309","n/e","n/e","0","13","n/e","0","n/e","570"
"BZN|NO3","23.05.2021 06:00 - 23.05.2021 07:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","0","","226","1373","n/e","n/e","0","14","n/e","0","n/e","545"
"BZN|NO3","23.05.2021 07:00 - 23.05.2021 08:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","0","","220","1394","n/e","n/e","0","13","n/e","0","n/e","528"
"BZN|NO3","23.05.2021 08:00 - 23.05.2021 09:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","0","","221","1380","n/e","n/e","0","13","n/e","2","n/e","540"
"BZN|NO3","23.05.2021 09:00 - 23.05.2021 10:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","0","","219","1431","n/e","n/e","0","15","n/e","0","n/e","512"
"BZN|NO3","23.05.2021 10:00 - 23.05.2021 11:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","0","","219","1482","n/e","n/e","0","13","n/e","0","n/e","448"
"BZN|NO3","23.05.2021 11:00 - 23.05.2021 12:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","0","","218","1543","n/e","n/e","0","12","n/e","2","n/e","401"
"BZN|NO3","23.05.2021 12:00 - 23.05.2021 13:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","0","","224","1544","n/e","n/e","0","13","n/e","3","n/e","330"
"BZN|NO3","23.05.2021 13:00 - 23.05.2021 14:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","0","","228","1545","n/e","n/e","0","13","n/e","0","n/e","204"
"BZN|NO3","23.05.2021 14:00 - 23.05.2021 15:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","0","","233","1648","n/e","n/e","0","13","n/e","1","n/e","194"
"BZN|NO3","23.05.2021 15:00 - 23.05.2021 16:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","0","","242","1833","n/e","n/e","0","13","n/e","1","n/e","169"
"BZN|NO3","23.05.2021 16:00 - 23.05.2021 17:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","32","","245","2143","n/e","n/e","0","13","n/e","5","n/e","144"
"BZN|NO3","23.05.2021 17:00 - 23.05.2021 18:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","32","","243","2198","n/e","n/e","0","13","n/e","5","n/e","128"
"BZN|NO3","23.05.2021 18:00 - 23.05.2021 19:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","32","","252","2193","n/e","n/e","0","13","n/e","5","n/e","111"
"BZN|NO3","23.05.2021 19:00 - 23.05.2021 20:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","32","","248","2166","n/e","n/e","0","13","n/e","5","n/e","119"
"BZN|NO3","23.05.2021 20:00 - 23.05.2021 21:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","101","","249","2072","n/e","n/e","0","13","n/e","5","n/e","151"
"BZN|NO3","23.05.2021 21:00 - 23.05.2021 22:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","87","","248","2003","n/e","n/e","0","12","n/e","5","n/e","168"
"BZN|NO3","23.05.2021 22:00 - 23.05.2021 23:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","34","","254","2083","n/e","n/e","0","13","n/e","5","n/e","168"
"BZN|NO3","23.05.2021 23:00 - 24.05.2021 00:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","0","","248","1909","n/e","n/e","0","12","n/e","5","n/e","137"
"BZN|NO3","24.05.2021 00:00 - 24.05.2021 01:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","0","","247","1815","n/e","n/e","0","12","n/e","4","n/e","89"
"BZN|NO3","24.05.2021 01:00 - 24.05.2021 02:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","0","","251","1576","n/e","n/e","0","12","n/e","3","n/e","53"
"BZN|NO3","24.05.2021 02:00 - 24.05.2021 03:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","0","","251","1519","n/e","n/e","0","12","n/e","3","n/e","38"
"BZN|NO3","24.05.2021 03:00 - 24.05.2021 04:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","0","","249","1617","n/e","n/e","0","11","n/e","2","n/e","28"
"BZN|NO3","24.05.2021 04:00 - 24.05.2021 05:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","33","","245","1991","n/e","n/e","0","12","n/e","3","n/e","20"
"BZN|NO3","24.05.2021 05:00 - 24.05.2021 06:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","142","","239","2442","n/e","n/e","0","11","n/e","1","n/e","13"
"BZN|NO3","24.05.2021 06:00 - 24.05.2021 07:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","142","","240","2445","n/e","n/e","0","12","n/e","3","n/e","13"
"BZN|NO3","24.05.2021 07:00 - 24.05.2021 08:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","142","","244","2462","n/e","n/e","0","12","n/e","5","n/e","19"
"BZN|NO3","24.05.2021 08:00 - 24.05.2021 09:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","142","","249","2457","n/e","n/e","0","12","n/e","4","n/e","14"
"BZN|NO3","24.05.2021 09:00 - 24.05.2021 10:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","142","","246","2480","n/e","n/e","0","12","n/e","4","n/e","13"
"BZN|NO3","24.05.2021 10:00 - 24.05.2021 11:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","142","","245","2426","n/e","n/e","0","14","n/e","3","n/e","20"
"BZN|NO3","24.05.2021 11:00 - 24.05.2021 12:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","142","","245","2408","n/e","n/e","0","14","n/e","2","n/e","39"
"BZN|NO3","24.05.2021 12:00 - 24.05.2021 13:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","107","","247","2275","n/e","n/e","0","14","n/e","4","n/e","60"
"BZN|NO3","24.05.2021 13:00 - 24.05.2021 14:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","42","","248","2250","n/e","n/e","0","12","n/e","3","n/e","75"
"BZN|NO3","24.05.2021 14:00 - 24.05.2021 15:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","141","","249","2336","n/e","n/e","0","13","n/e","3","n/e","70"
"BZN|NO3","24.05.2021 15:00 - 24.05.2021 16:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","142","","254","2329","n/e","n/e","0","12","n/e","3","n/e","98"
"BZN|NO3","24.05.2021 16:00 - 24.05.2021 17:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","142","","259","2320","n/e","n/e","0","13","n/e","3","n/e","115"
"BZN|NO3","24.05.2021 17:00 - 24.05.2021 18:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","142","","263","2320","n/e","n/e","0","13","n/e","4","n/e","185"
"BZN|NO3","24.05.2021 18:00 - 24.05.2021 19:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","142","","261","2325","n/e","n/e","0","13","n/e","5","n/e","257"
"BZN|NO3","24.05.2021 19:00 - 24.05.2021 20:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","142","","261","2233","n/e","n/e","0","13","n/e","5","n/e","228"
"BZN|NO3","24.05.2021 20:00 - 24.05.2021 21:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","37","","262","2116","n/e","n/e","0","13","n/e","4","n/e","243"
"BZN|NO3","24.05.2021 21:00 - 24.05.2021 22:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","17","","258","2015","n/e","n/e","0","13","n/e","5","n/e","282"
"BZN|NO3","24.05.2021 22:00 - 24.05.2021 23:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","0","","261","1959","n/e","n/e","0","13","n/e","5","n/e","266"
"BZN|NO3","24.05.2021 23:00 - 25.05.2021 00:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","41","","255","2056","n/e","n/e","0","13","n/e","3","n/e","251"
"BZN|NO3","25.05.2021 00:00 - 25.05.2021 01:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","142","","254","2234","n/e","n/e","0","12","n/e","3","n/e","237"
"BZN|NO3","25.05.2021 01:00 - 25.05.2021 02:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","142","","255","2188","n/e","n/e","0","12","n/e","5","n/e","312"
"BZN|NO3","25.05.2021 02:00 - 25.05.2021 03:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","142","","254","2154","n/e","n/e","0","12","n/e","5","n/e","313"
"BZN|NO3","25.05.2021 03:00 - 25.05.2021 04:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","26","","252","2046","n/e","n/e","0","9","n/e","1","n/e","281"
"BZN|NO3","25.05.2021 04:00 - 25.05.2021 05:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","43","","251","2244","n/e","n/e","0","0","n/e","4","n/e","263"
"BZN|NO3","25.05.2021 05:00 - 25.05.2021 06:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","142","","251","2659","n/e","n/e","0","14","n/e","3","n/e","238"
"BZN|NO3","25.05.2021 06:00 - 25.05.2021 07:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","142","","258","2611","n/e","n/e","0","15","n/e","5","n/e","212"
"BZN|NO3","25.05.2021 07:00 - 25.05.2021 08:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","142","","260","2658","n/e","n/e","0","15","n/e","5","n/e","223"
"BZN|NO3","25.05.2021 08:00 - 25.05.2021 09:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","142","","263","2624","n/e","n/e","0","15","n/e","5","n/e","208"
"BZN|NO3","25.05.2021 09:00 - 25.05.2021 10:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","142","","262","2662","n/e","n/e","0","13","n/e","4","n/e","200"
"BZN|NO3","25.05.2021 10:00 - 25.05.2021 11:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","142","","258","2657","n/e","n/e","0","13","n/e","4","n/e","181"
"BZN|NO3","25.05.2021 11:00 - 25.05.2021 12:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","142","","258","2639","n/e","n/e","0","13","n/e","6","n/e","169"
"BZN|NO3","25.05.2021 12:00 - 25.05.2021 13:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","142","","263","2530","n/e","n/e","0","13","n/e","5","n/e","183"
"BZN|NO3","25.05.2021 13:00 - 25.05.2021 14:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","142","","268","2446","n/e","n/e","0","14","n/e","3","n/e","194"
"BZN|NO3","25.05.2021 14:00 - 25.05.2021 15:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","142","","267","2499","n/e","n/e","0","13","n/e","3","n/e","269"
"BZN|NO3","25.05.2021 15:00 - 25.05.2021 16:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","142","","270","2436","n/e","n/e","0","13","n/e","4","n/e","291"
"BZN|NO3","25.05.2021 16:00 - 25.05.2021 17:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","142","","287","2437","n/e","n/e","0","14","n/e","3","n/e","304"
"BZN|NO3","25.05.2021 17:00 - 25.05.2021 18:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","142","","285","2439","n/e","n/e","0","13","n/e","5","n/e","300"
"BZN|NO3","25.05.2021 18:00 - 25.05.2021 19:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","142","","285","2378","n/e","n/e","0","17","n/e","5","n/e","293"
"BZN|NO3","25.05.2021 19:00 - 25.05.2021 20:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","142","","283","2275","n/e","n/e","0","13","n/e","5","n/e","289"
"BZN|NO3","25.05.2021 20:00 - 25.05.2021 21:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","64","","280","2112","n/e","n/e","0","13","n/e","4","n/e","318"
"BZN|NO3","25.05.2021 21:00 - 25.05.2021 22:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","0","","278","2006","n/e","n/e","0","13","n/e","5","n/e","349"
"BZN|NO3","25.05.2021 22:00 - 25.05.2021 23:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","0","","290","1808","n/e","n/e","0","14","n/e","5","n/e","366"
"BZN|NO3","25.05.2021 23:00 - 26.05.2021 00:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","0","","291","1770","n/e","n/e","0","14","n/e","5","n/e","395"
"BZN|NO3","26.05.2021 00:00 - 26.05.2021 01:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","0","","289","1730","n/e","n/e","0","13","n/e","5","n/e","321"
"BZN|NO3","26.05.2021 01:00 - 26.05.2021 02:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","0","","287","1700","n/e","n/e","0","14","n/e","4","n/e","279"
"BZN|NO3","26.05.2021 02:00 - 26.05.2021 03:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","0","","285","1729","n/e","n/e","0","13","n/e","5","n/e","282"
"BZN|NO3","26.05.2021 03:00 - 26.05.2021 04:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","0","","283","1941","n/e","n/e","0","13","n/e","3","n/e","300"
"BZN|NO3","26.05.2021 04:00 - 26.05.2021 05:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","0","","287","2127","n/e","n/e","0","14","n/e","2","n/e","349"
"BZN|NO3","26.05.2021 05:00 - 26.05.2021 06:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","120","","291","2351","n/e","n/e","0","13","n/e","5","n/e","391"
"BZN|NO3","26.05.2021 06:00 - 26.05.2021 07:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","142","","288","2480","n/e","n/e","0","19","n/e","6","n/e","386"
"BZN|NO3","26.05.2021 07:00 - 26.05.2021 08:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","26","","288","2419","n/e","n/e","0","15","n/e","5","n/e","293"
"BZN|NO3","26.05.2021 08:00 - 26.05.2021 09:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","0","","286","2337","n/e","n/e","0","11","n/e","5","n/e","236"
"BZN|NO3","26.05.2021 09:00 - 26.05.2021 10:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","30","","281","2331","n/e","n/e","0","15","n/e","6","n/e","197"
"BZN|NO3","26.05.2021 10:00 - 26.05.2021 11:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","31","","279","2383","n/e","n/e","0","15","n/e","4","n/e","168"
"BZN|NO3","26.05.2021 11:00 - 26.05.2021 12:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","30","","272","2333","n/e","n/e","0","14","n/e","4","n/e","233"
"BZN|NO3","26.05.2021 12:00 - 26.05.2021 13:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","30","","275","2236","n/e","n/e","0","13","n/e","4","n/e","277"
"BZN|NO3","26.05.2021 13:00 - 26.05.2021 14:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","31","","282","2062","n/e","n/e","0","13","n/e","2","n/e","325"
"BZN|NO3","26.05.2021 14:00 - 26.05.2021 15:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","31","","285","2000","n/e","n/e","0","13","n/e","0","n/e","336"
"BZN|NO3","26.05.2021 15:00 - 26.05.2021 16:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","30","","288","2011","n/e","n/e","0","14","n/e","1","n/e","376"
"BZN|NO3","26.05.2021 16:00 - 26.05.2021 17:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","28","","287","1986","n/e","n/e","0","14","n/e","6","n/e","361"
"BZN|NO3","26.05.2021 17:00 - 26.05.2021 18:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","31","","287","1952","n/e","n/e","0","14","n/e","0","n/e","344"
"BZN|NO3","26.05.2021 18:00 - 26.05.2021 19:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","0","","286","1868","n/e","n/e","0","13","n/e","0","n/e","335"
"BZN|NO3","26.05.2021 19:00 - 26.05.2021 20:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","0","","288","1868","n/e","n/e","0","15","n/e","0","n/e","323"
"BZN|NO3","26.05.2021 20:00 - 26.05.2021 21:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","0","","279","1824","n/e","n/e","0","13","n/e","3","n/e","299"
"BZN|NO3","26.05.2021 21:00 - 26.05.2021 22:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","0","","273","1690","n/e","n/e","0","13","n/e","4","n/e","269"
"BZN|NO3","26.05.2021 22:00 - 26.05.2021 23:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","0","","283","1798","n/e","n/e","0","14","n/e","5","n/e","247"
"BZN|NO3","26.05.2021 23:00 - 27.05.2021 00:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","0","","282","1674","n/e","n/e","0","14","n/e","5","n/e","253"
"BZN|NO3","27.05.2021 00:00 - 27.05.2021 01:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","0","","280","1631","n/e","n/e","0","14","n/e","5","n/e","255"
"BZN|NO3","27.05.2021 01:00 - 27.05.2021 02:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","0","","278","1690","n/e","n/e","0","14","n/e","5","n/e","279"
"BZN|NO3","27.05.2021 02:00 - 27.05.2021 03:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","0","","275","1735","n/e","n/e","0","14","n/e","4","n/e","280"
"BZN|NO3","27.05.2021 03:00 - 27.05.2021 04:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","0","","276","1959","n/e","n/e","0","14","n/e","5","n/e","289"
"BZN|NO3","27.05.2021 04:00 - 27.05.2021 05:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","65","","277","2261","n/e","n/e","0","14","n/e","5","n/e","253"
"BZN|NO3","27.05.2021 05:00 - 27.05.2021 06:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","87","","280","2393","n/e","n/e","0","13","n/e","4","n/e","207"
