"Area","MTU","Biomass  - Actual Aggregated [MW]","Fossil Brown coal/Lignite  - Actual Aggregated [MW]","Fossil Coal-derived gas  - Actual Aggregated [MW]","Fossil Gas  - Actual Aggregated [MW]","Fossil Hard coal  - Actual Aggregated [MW]","Fossil Oil  - Actual Aggregated [MW]","Fossil Oil shale  - Actual Aggregated [MW]","Fossil Peat  - Actual Aggregated [MW]","Geothermal  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Consumption [MW]","Hydro Run-of-river and poundage  - Actual Aggregated [MW]","Hydro Water Reservoir  - Actual Aggregated [MW]","Marine  - Actual Aggregated [MW]","Nuclear  - Actual Aggregated [MW]","Other  - Actual Aggregated [MW]","Other renewable  - Actual Aggregated [MW]","Solar  - Actual Aggregated [MW]","Waste  - Actual Aggregated [MW]","Wind Offshore  - Actual Aggregated [MW]","Wind Onshore  - Actual Aggregated [MW]"
"BZN|NO3","15.02.2021 09:00 - 15.02.2021 10:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","72","","36","2031","n/e","n/e","0","12","n/e","0","n/e","655"
"BZN|NO3","15.02.2021 10:00 - 15.02.2021 11:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","75","","42","2067","n/e","n/e","0","13","n/e","1","n/e","546"
"BZN|NO3","15.02.2021 11:00 - 15.02.2021 12:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","74","","41","2133","n/e","n/e","0","13","n/e","1","n/e","399"
"BZN|NO3","15.02.2021 12:00 - 15.02.2021 13:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","75","","36","2056","n/e","n/e","0","13","n/e","1","n/e","362"
"BZN|NO3","15.02.2021 13:00 - 15.02.2021 14:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","48","","18","1042","n/e","n/e","0","N/A","n/e","1","n/e","230"
"BZN|NO3","15.02.2021 14:00 - 15.02.2021 15:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","75","","36","1949","n/e","n/e","0","13","n/e","2","n/e","275"
"BZN|NO3","15.02.2021 15:00 - 15.02.2021 16:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","75","","36","1959","n/e","n/e","0","13","n/e","2","n/e","275"
"BZN|NO3","15.02.2021 16:00 - 15.02.2021 17:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","75","","36","2025","n/e","n/e","0","13","n/e","2","n/e","264"
"BZN|NO3","15.02.2021 17:00 - 15.02.2021 18:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","74","","36","2016","n/e","n/e","0","12","n/e","3","n/e","224"
"BZN|NO3","15.02.2021 18:00 - 15.02.2021 19:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","71","","36","1937","n/e","n/e","0","12","n/e","5","n/e","219"
"BZN|NO3","15.02.2021 19:00 - 15.02.2021 20:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","74","","35","1935","n/e","n/e","0","14","n/e","3","n/e","206"
"BZN|NO3","15.02.2021 20:00 - 15.02.2021 21:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","75","","35","1899","n/e","n/e","0","13","n/e","2","n/e","197"
"BZN|NO3","15.02.2021 21:00 - 15.02.2021 22:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","75","","30","2009","n/e","n/e","0","13","n/e","2","n/e","179"
"BZN|NO3","15.02.2021 22:00 - 15.02.2021 23:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","74","","30","1935","n/e","n/e","0","14","n/e","3","n/e","160"
"BZN|NO3","15.02.2021 23:00 - 16.02.2021 00:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","135","","32","2197","n/e","n/e","0","13","n/e","2","n/e","178"
"BZN|NO3","16.02.2021 00:00 - 16.02.2021 01:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","184","","30","2218","n/e","n/e","0","12","n/e","3","n/e","178"
"BZN|NO3","16.02.2021 01:00 - 16.02.2021 02:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","179","","31","2175","n/e","n/e","0","13","n/e","2","n/e","169"
"BZN|NO3","16.02.2021 02:00 - 16.02.2021 03:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","169","","31","2049","n/e","n/e","0","12","n/e","3","n/e","208"
"BZN|NO3","16.02.2021 03:00 - 16.02.2021 04:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","169","","31","1988","n/e","n/e","0","13","n/e","3","n/e","216"
"BZN|NO3","16.02.2021 04:00 - 16.02.2021 05:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","142","","34","2144","n/e","n/e","0","13","n/e","1","n/e","234"
"BZN|NO3","16.02.2021 05:00 - 16.02.2021 06:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","75","","36","2252","n/e","n/e","0","12","n/e","2","n/e","231"
"BZN|NO3","16.02.2021 06:00 - 16.02.2021 07:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","71","","38","2436","n/e","n/e","0","13","n/e","0","n/e","254"
"BZN|NO3","16.02.2021 07:00 - 16.02.2021 08:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","72","","40","2501","n/e","n/e","0","14","n/e","0","n/e","517"
"BZN|NO3","16.02.2021 08:00 - 16.02.2021 09:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","72","","38","2359","n/e","n/e","0","16","n/e","3","n/e","700"
"BZN|NO3","16.02.2021 09:00 - 16.02.2021 10:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","76","","39","2394","n/e","n/e","0","15","n/e","1","n/e","798"
"BZN|NO3","16.02.2021 10:00 - 16.02.2021 11:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","74","","36","2420","n/e","n/e","0","14","n/e","4","n/e","796"
"BZN|NO3","16.02.2021 11:00 - 16.02.2021 12:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","74","","36","2424","n/e","n/e","0","14","n/e","0","n/e","819"
"BZN|NO3","16.02.2021 12:00 - 16.02.2021 13:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","139","","36","2371","n/e","n/e","0","14","n/e","6","n/e","930"
"BZN|NO3","16.02.2021 13:00 - 16.02.2021 14:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","183","","36","2360","n/e","n/e","0","15","n/e","4","n/e","987"
"BZN|NO3","16.02.2021 14:00 - 16.02.2021 15:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","183","","36","2328","n/e","n/e","0","14","n/e","5","n/e","998"
"BZN|NO3","16.02.2021 15:00 - 16.02.2021 16:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","183","","36","2324","n/e","n/e","0","14","n/e","4","n/e","996"
"BZN|NO3","16.02.2021 16:00 - 16.02.2021 17:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","183","","36","2329","n/e","n/e","0","14","n/e","2","n/e","962"
"BZN|NO3","16.02.2021 17:00 - 16.02.2021 18:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","183","","36","2305","n/e","n/e","0","14","n/e","3","n/e","1005"
"BZN|NO3","16.02.2021 18:00 - 16.02.2021 19:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","183","","36","2246","n/e","n/e","0","14","n/e","3","n/e","994"
"BZN|NO3","16.02.2021 19:00 - 16.02.2021 20:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","183","","35","2213","n/e","n/e","0","14","n/e","3","n/e","961"
"BZN|NO3","16.02.2021 20:00 - 16.02.2021 21:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","183","","35","2142","n/e","n/e","0","14","n/e","3","n/e","957"
"BZN|NO3","16.02.2021 21:00 - 16.02.2021 22:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","183","","31","2140","n/e","n/e","0","14","n/e","0","n/e","953"
"BZN|NO3","16.02.2021 22:00 - 16.02.2021 23:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","181","","31","2006","n/e","n/e","0","15","n/e","2","n/e","979"
"BZN|NO3","16.02.2021 23:00 - 17.02.2021 00:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","90","","31","1889","n/e","n/e","0","0","n/e","1","n/e","976"
"BZN|NO3","17.02.2021 00:00 - 17.02.2021 01:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","61","","31","1906","n/e","n/e","0","0","n/e","0","n/e","968"
"BZN|NO3","17.02.2021 01:00 - 17.02.2021 02:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","59","","31","1922","n/e","n/e","0","0","n/e","2","n/e","971"
"BZN|NO3","17.02.2021 02:00 - 17.02.2021 03:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","92","","31","1844","n/e","n/e","0","0","n/e","2","n/e","952"
"BZN|NO3","17.02.2021 03:00 - 17.02.2021 04:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","59","","31","1771","n/e","n/e","0","0","n/e","2","n/e","936"
"BZN|NO3","17.02.2021 04:00 - 17.02.2021 05:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","45","","31","1762","n/e","n/e","0","0","n/e","2","n/e","905"
"BZN|NO3","17.02.2021 05:00 - 17.02.2021 06:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","47","","31","1873","n/e","n/e","0","0","n/e","2","n/e","893"
"BZN|NO3","17.02.2021 06:00 - 17.02.2021 07:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","146","","33","2210","n/e","n/e","0","0","n/e","2","n/e","909"
"BZN|NO3","17.02.2021 07:00 - 17.02.2021 08:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","182","","35","2308","n/e","n/e","0","0","n/e","2","n/e","884"
"BZN|NO3","17.02.2021 08:00 - 17.02.2021 09:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","183","","35","2321","n/e","n/e","0","0","n/e","2","n/e","865"
"BZN|NO3","17.02.2021 09:00 - 17.02.2021 10:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","183","","35","2343","n/e","n/e","0","0","n/e","2","n/e","849"
"BZN|NO3","17.02.2021 10:00 - 17.02.2021 11:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","183","","30","2307","n/e","n/e","0","0","n/e","2","n/e","868"
"BZN|NO3","17.02.2021 11:00 - 17.02.2021 12:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","168","","30","2236","n/e","n/e","0","0","n/e","2","n/e","860"
"BZN|NO3","17.02.2021 12:00 - 17.02.2021 13:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","171","","30","2304","n/e","n/e","0","0","n/e","2","n/e","865"
"BZN|NO3","17.02.2021 13:00 - 17.02.2021 14:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","183","","30","2324","n/e","n/e","0","0","n/e","3","n/e","867"
"BZN|NO3","17.02.2021 14:00 - 17.02.2021 15:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","184","","29","2341","n/e","n/e","0","0","n/e","2","n/e","892"
"BZN|NO3","17.02.2021 15:00 - 17.02.2021 16:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","181","","30","2318","n/e","n/e","0","0","n/e","2","n/e","891"
"BZN|NO3","17.02.2021 16:00 - 17.02.2021 17:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","174","","33","2292","n/e","n/e","0","0","n/e","2","n/e","878"
"BZN|NO3","17.02.2021 17:00 - 17.02.2021 18:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","176","","32","2239","n/e","n/e","0","0","n/e","3","n/e","900"
"BZN|NO3","17.02.2021 18:00 - 17.02.2021 19:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","95","","32","2175","n/e","n/e","0","0","n/e","3","n/e","882"
"BZN|NO3","17.02.2021 19:00 - 17.02.2021 20:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","77","","32","2048","n/e","n/e","0","0","n/e","4","n/e","868"
"BZN|NO3","17.02.2021 20:00 - 17.02.2021 21:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","91","","32","2054","n/e","n/e","0","0","n/e","0","n/e","874"
"BZN|NO3","17.02.2021 21:00 - 17.02.2021 22:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","88","","28","1932","n/e","n/e","0","0","n/e","0","n/e","870"
"BZN|NO3","17.02.2021 22:00 - 17.02.2021 23:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","75","","28","1971","n/e","n/e","0","0","n/e","0","n/e","860"
"BZN|NO3","17.02.2021 23:00 - 18.02.2021 00:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","135","","27","1935","n/e","n/e","0","14","n/e","2","n/e","851"
"BZN|NO3","18.02.2021 00:00 - 18.02.2021 01:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","96","","27","2039","n/e","n/e","0","14","n/e","2","n/e","812"
"BZN|NO3","18.02.2021 01:00 - 18.02.2021 02:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","128","","27","2042","n/e","n/e","0","14","n/e","1","n/e","716"
"BZN|NO3","18.02.2021 02:00 - 18.02.2021 03:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","96","","27","1989","n/e","n/e","0","14","n/e","1","n/e","646"
"BZN|NO3","18.02.2021 03:00 - 18.02.2021 04:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","117","","26","2072","n/e","n/e","0","14","n/e","1","n/e","561"
"BZN|NO3","18.02.2021 04:00 - 18.02.2021 05:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","152","","27","2153","n/e","n/e","0","13","n/e","2","n/e","448"
"BZN|NO3","18.02.2021 05:00 - 18.02.2021 06:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","48","","26","2088","n/e","n/e","0","14","n/e","1","n/e","494"
"BZN|NO3","18.02.2021 06:00 - 18.02.2021 07:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","153","","29","2106","n/e","n/e","0","14","n/e","2","n/e","624"
"BZN|NO3","18.02.2021 07:00 - 18.02.2021 08:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","158","","34","2171","n/e","n/e","0","18","n/e","3","n/e","697"
"BZN|NO3","18.02.2021 08:00 - 18.02.2021 09:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","158","","31","2120","n/e","n/e","0","12","n/e","2","n/e","801"
"BZN|NO3","18.02.2021 09:00 - 18.02.2021 10:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","159","","29","2145","n/e","n/e","0","13","n/e","2","n/e","868"
"BZN|NO3","18.02.2021 10:00 - 18.02.2021 11:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","150","","33","2044","n/e","n/e","0","14","n/e","2","n/e","845"
"BZN|NO3","18.02.2021 11:00 - 18.02.2021 12:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","130","","34","1901","n/e","n/e","0","14","n/e","2","n/e","909"
"BZN|NO3","18.02.2021 12:00 - 18.02.2021 13:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","103","","30","1909","n/e","n/e","0","17","n/e","2","n/e","899"
"BZN|NO3","18.02.2021 13:00 - 18.02.2021 14:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","91","","30","1949","n/e","n/e","0","20","n/e","2","n/e","941"
"BZN|NO3","18.02.2021 14:00 - 18.02.2021 15:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","89","","30","1960","n/e","n/e","0","10","n/e","2","n/e","937"
"BZN|NO3","18.02.2021 15:00 - 18.02.2021 16:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","138","","28","2011","n/e","n/e","0","15","n/e","3","n/e","899"
"BZN|NO3","18.02.2021 16:00 - 18.02.2021 17:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","148","","28","2058","n/e","n/e","0","14","n/e","1","n/e","873"
"BZN|NO3","18.02.2021 17:00 - 18.02.2021 18:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","158","","29","2172","n/e","n/e","0","13","n/e","2","n/e","770"
"BZN|NO3","18.02.2021 18:00 - 18.02.2021 19:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","158","","29","2134","n/e","n/e","0","13","n/e","2","n/e","590"
"BZN|NO3","18.02.2021 19:00 - 18.02.2021 20:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","158","","29","2124","n/e","n/e","0","13","n/e","2","n/e","660"
"BZN|NO3","18.02.2021 20:00 - 18.02.2021 21:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","155","","29","2116","n/e","n/e","0","12","n/e","3","n/e","875"
"BZN|NO3","18.02.2021 21:00 - 18.02.2021 22:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","155","","25","1876","n/e","n/e","0","13","n/e","2","n/e","934"
"BZN|NO3","18.02.2021 22:00 - 18.02.2021 23:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","115","","25","1840","n/e","n/e","0","13","n/e","2","n/e","920"
"BZN|NO3","18.02.2021 23:00 - 19.02.2021 00:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","49","","25","1949","n/e","n/e","0","12","n/e","2","n/e","910"
"BZN|NO3","19.02.2021 00:00 - 19.02.2021 01:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","51","","24","1938","n/e","n/e","0","13","n/e","2","n/e","900"
"BZN|NO3","19.02.2021 01:00 - 19.02.2021 02:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","51","","22","1951","n/e","n/e","0","14","n/e","2","n/e","885"
"BZN|NO3","19.02.2021 02:00 - 19.02.2021 03:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","62","","23","1916","n/e","n/e","0","18","n/e","2","n/e","863"
"BZN|NO3","19.02.2021 03:00 - 19.02.2021 04:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","143","","25","1986","n/e","n/e","0","19","n/e","2","n/e","872"
"BZN|NO3","19.02.2021 04:00 - 19.02.2021 05:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","146","","25","2036","n/e","n/e","0","19","n/e","2","n/e","852"
"BZN|NO3","19.02.2021 05:00 - 19.02.2021 06:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","100","","25","2193","n/e","n/e","0","19","n/e","2","n/e","843"
"BZN|NO3","19.02.2021 06:00 - 19.02.2021 07:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","144","","28","2230","n/e","n/e","0","13","n/e","2","n/e","896"
"BZN|NO3","19.02.2021 07:00 - 19.02.2021 08:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","161","","33","2391","n/e","n/e","0","14","n/e","2","n/e","914"
"BZN|NO3","19.02.2021 08:00 - 19.02.2021 09:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","167","","33","2524","n/e","n/e","0","13","n/e","2","n/e","865"
"BZN|NO3","19.02.2021 09:00 - 19.02.2021 10:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","167","","30","2542","n/e","n/e","0","13","n/e","2","n/e","816"
"BZN|NO3","19.02.2021 10:00 - 19.02.2021 11:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","167","","30","2534","n/e","n/e","0","15","n/e","3","n/e","760"
"BZN|NO3","19.02.2021 11:00 - 19.02.2021 12:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","167","","31","2523","n/e","n/e","0","13","n/e","2","n/e","641"
"BZN|NO3","19.02.2021 12:00 - 19.02.2021 13:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","167","","31","2507","n/e","n/e","0","13","n/e","2","n/e","438"
"BZN|NO3","19.02.2021 13:00 - 19.02.2021 14:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","167","","31","2503","n/e","n/e","0","14","n/e","2","n/e","372"
"BZN|NO3","19.02.2021 14:00 - 19.02.2021 15:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","168","","25","2463","n/e","n/e","0","13","n/e","2","n/e","337"
"BZN|NO3","19.02.2021 15:00 - 19.02.2021 16:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","168","","25","2484","n/e","n/e","0","14","n/e","1","n/e","339"
"BZN|NO3","19.02.2021 16:00 - 19.02.2021 17:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","169","","25","2521","n/e","n/e","0","14","n/e","2","n/e","393"
"BZN|NO3","19.02.2021 17:00 - 19.02.2021 18:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","168","","25","2474","n/e","n/e","0","13","n/e","2","n/e","476"
"BZN|NO3","19.02.2021 18:00 - 19.02.2021 19:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","166","","25","2373","n/e","n/e","0","12","n/e","3","n/e","559"
"BZN|NO3","19.02.2021 19:00 - 19.02.2021 20:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","137","","24","2268","n/e","n/e","0","13","n/e","2","n/e","631"
"BZN|NO3","19.02.2021 20:00 - 19.02.2021 21:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","151","","24","2101","n/e","n/e","0","15","n/e","3","n/e","739"
"BZN|NO3","19.02.2021 21:00 - 19.02.2021 22:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","125","","24","1944","n/e","n/e","0","17","n/e","4","n/e","810"
"BZN|NO3","19.02.2021 22:00 - 19.02.2021 23:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","29","","24","1820","n/e","n/e","0","17","n/e","3","n/e","898"
"BZN|NO3","19.02.2021 23:00 - 20.02.2021 00:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","32","","17","1829","n/e","n/e","0","16","n/e","1","n/e","927"
"BZN|NO3","20.02.2021 00:00 - 20.02.2021 01:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","23","","17","1768","n/e","n/e","0","17","n/e","3","n/e","932"
"BZN|NO3","20.02.2021 01:00 - 20.02.2021 02:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","19","","17","1760","n/e","n/e","0","17","n/e","4","n/e","909"
"BZN|NO3","20.02.2021 02:00 - 20.02.2021 03:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","19","","17","1666","n/e","n/e","0","17","n/e","3","n/e","936"
"BZN|NO3","20.02.2021 03:00 - 20.02.2021 04:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","19","","17","1629","n/e","n/e","0","17","n/e","3","n/e","955"
"BZN|NO3","20.02.2021 04:00 - 20.02.2021 05:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","19","","17","1493","n/e","n/e","0","16","n/e","1","n/e","946"
"BZN|NO3","20.02.2021 05:00 - 20.02.2021 06:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","19","","18","1656","n/e","n/e","0","17","n/e","1","n/e","858"
"BZN|NO3","20.02.2021 06:00 - 20.02.2021 07:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","19","","20","1689","n/e","n/e","0","17","n/e","4","n/e","721"
"BZN|NO3","20.02.2021 07:00 - 20.02.2021 08:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","24","","20","1780","n/e","n/e","0","18","n/e","0","n/e","771"
"BZN|NO3","20.02.2021 08:00 - 20.02.2021 09:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","25","","20","1768","n/e","n/e","0","16","n/e","0","n/e","750"
"BZN|NO3","20.02.2021 09:00 - 20.02.2021 10:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","26","","21","1691","n/e","n/e","0","14","n/e","0","n/e","738"
"BZN|NO3","20.02.2021 10:00 - 20.02.2021 11:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","26","","22","1715","n/e","n/e","0","14","n/e","2","n/e","638"
"BZN|NO3","20.02.2021 11:00 - 20.02.2021 12:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","25","","23","1683","n/e","n/e","0","15","n/e","2","n/e","553"
"BZN|NO3","20.02.2021 12:00 - 20.02.2021 13:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","25","","25","1700","n/e","n/e","0","15","n/e","2","n/e","501"
"BZN|NO3","20.02.2021 13:00 - 20.02.2021 14:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","25","","28","1722","n/e","n/e","0","14","n/e","2","n/e","482"
"BZN|NO3","20.02.2021 14:00 - 20.02.2021 15:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","25","","28","1780","n/e","n/e","0","14","n/e","2","n/e","441"
"BZN|NO3","20.02.2021 15:00 - 20.02.2021 16:00 (UTC)","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","25","","32","1953","n/e","n/e","0","14","n/e","1","n/e","456"
